CO(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
-0.20145559902425003,-1.2696915441662557,-1.587975699176848,-1.3420980974696726,2.4866444035124533,-1.8867259545096704,-0.7723662309833981,-1.4916967703008719,-0.9470379842341922,0.6628645449719682,-0.701983254315232
-1.169712448931745,-1.2994730274838517,-1.6460927464602337,-1.3760612694452514,2.4866444035124533,-2.0331345491999366,-0.8173648725203126,-1.551531485803807,-0.8430516932783694,0.4095365568659272,-0.7269982717844118
-1.169712448931745,-1.225019319189862,-1.487239483885646,-1.253793850333168,2.4866444035124533,-1.5451059002323828,-0.7003684045243347,-1.4214560173191655,-0.900821854920493,0.5214721795174336,-0.7302830720581427
-0.8176190489653832,-0.9867674526490946,-1.0455499245319142,-0.8190652490457608,2.4866444035124533,-0.7154571969875411,-0.3463790911006064,-0.7502665999384162,-0.9354839519057674,0.6098424079265178,-0.7141117476336223
-0.02540889904106917,-0.27201185302679287,-0.1427984567299886,-0.3028250350169648,1.3370150009603865,0.016585776463789812,0.18760478847078038,0.21749488558731553,-0.8661597579352187,0.48023273959319424,-0.7163858401308204
0.15063780094211188,-0.04865072814482355,0.08966973240355447,-0.608493582797173,1.0897362238076778,-0.25182998046836486,0.38559881123320466,0.024983192230046306,-0.900821854920493,0.6687558935325739,-0.644878264941145
-0.28947894901584054,-0.5251544612263581,-0.42563475350913266,-0.7239683675141405,1.692749382127441,-0.3250342778134979,-0.02538878147061546,-0.41207038187834866,-0.8661597579352187,0.5391462251992504,-0.6800003601756499
-0.46552564899902144,-0.7187341027907315,-0.6774752917371376,-0.8394431522311081,2.1699540397905634,-0.4714428725037641,-0.2773811740773373,-0.903755652750293,-0.900821854920493,0.5096894823962222,-0.7305357490022758
-0.3775022990074309,-0.6889526194731356,-0.630981653910429,-0.7783094426750664,2.0528219874550695,-0.39823857515863104,-0.1603847060813593,-0.9219662183381427,-1.0163621782047405,1.0340195042901212,-0.5791822594665313
-0.1134322490326597,-0.3762470446383786,-0.2629070211156525,-0.49301879808020543,1.4498088291353062,0.016585776463789812,0.24760297718666652,-0.5707624534296111,-1.1550105661458376,1.5995889661082603,-0.4674990501596883
0.7668012508832448,0.24916410503113554,0.37638049900159093,-0.07866809997814544,0.6732667043925892,0.40700869563783293,0.8265854982949679,0.04839677655728175,-1.1896726631311119,1.876482348456723,-0.38083085832202507
0.15063780094211188,-0.15288591975640914,-0.014940952706539907,-0.2348986910658074,1.1027508962893993,0.35820583074107754,0.5775930151240404,-0.1883405760847655,-1.1550105661458376,1.7998948171688505,-0.3702184266684337
0.15063780094211188,-0.2273396280503989,-0.09630481890327998,-0.17376498150976577,1.1938536036614498,0.48021299298296605,0.4095980867195591,-0.15972397301814442,-0.9932541135478912,1.2932388409567683,-0.4230279079922577
0.7668012508832448,0.20449188005474156,0.3221379215370975,0.1658667382460211,0.7817223084069351,0.5778187227764768,0.7935864945012305,0.22269790432670117,-0.9817000812194663,1.081150292774966,-0.5200558545393792
2.3512215507318732,1.6340030792993454,1.4806043973859204,0.42398684526041913,-0.12496654115299698,0.96824164195052,1.8855535291303585,1.0161582620830134,-0.9239299195773425,0.8808444417143758,-0.5503770878353548
2.3512215507318732,2.572119803803617,2.1353897967787336,1.1168355535622243,-0.5457742847286593,1.4806717233664517,2.5125346012113687,1.7836035261423975,-0.9932541135478912,1.1813032183052616,-0.48619714402554004
2.3512215507318732,2.11050681238088,1.8099343319917731,0.8994712529185207,-0.3679070941451319,1.3098616962278078,2.2095437481961437,1.653528057657756,-1.0048081458763158,1.0929329898961775,-0.5331950556343019
1.6470347507991492,0.442743746595509,0.539108231395071,0.1454888350606739,0.5604728762176694,0.6022201552248545,0.7575875812716988,0.6935711002411029,-1.0625783075184396,0.8690617445931644,-0.7136063937453561
-0.46552564899902144,-0.7634063277671254,-0.7278433993827387,-0.8462357866262238,2.156939367308842,-0.642252899642408,-0.3643785477153722,-0.513529247296369,-1.1665645984742625,0.8337136532295307,-0.8434823430297843
-0.9056423989569736,-1.0761119026018824,-1.1927797776498248,-1.1654896031966635,2.4866444035124533,-1.4230987379904942,-0.6073712120147111,-1.2133352677437395,-1.1665645984742625,0.6805385906537849,-0.9061462251748005
-0.28947894901584054,-0.5847174278615499,-0.5108730895247651,-0.6560420235629831,1.8489254519080993,-0.34943571026187564,-0.2383823514120113,-0.526536794144833,-1.1550105661458376,0.5450375737598561,-0.9614824759399555
-0.1134322490326597,-0.5102637195675601,-0.4178858138713479,-0.5813230452167101,1.8185578827840825,-0.032217088432965585,-0.22938262310462837,-0.48491264422974784,-1.2243347601163863,0.6157337564871235,-0.9943304786772623
-0.5535489989906119,-0.8527507777199131,-0.8479519637684025,-0.9277473993676126,2.464953282709584,-0.4958443049521418,-0.45137592135340715,-0.8491239559867436,-1.2936589540869348,0.7394520762598409,-1.0024161408895222
-1.0816890989401544,-1.180347094213468,-1.405875617688906,-0.26206922864627036,2.4866444035124533,-0.05661852088134328,-0.8023653253413411,-1.3173956425314526,-1.3052129864153594,0.768908819062869,-1.0062062950515194
-0.20145559902425003,-1.2994730274838517,-1.669339565373588,-1.3420980974696726,2.4866444035124533,-1.935528819406426,-0.9613605254384394,-1.6503888418521344,-1.4091992773711821,0.9809973672446713,-1.00949109532525
-1.2577357989233353,-1.3143637691426497,-1.68871191446805,-1.280964387913631,2.4866444035124533,-1.6427116300258935,-0.898362427286759,-1.624373748155206,-1.3860912127143326,0.9279752301992206,-1.0132812494872472
-1.0816890989401544,-1.195237835872266,-1.4174990271455832,-1.104355893640622,2.4866444035124533,-0.9838729539196958,-0.6943685856527461,-1.382433376773773,-1.3283210510722088,0.8042569104265027,-1.013028572543114
-0.5535489989906119,-0.8080785527435191,-0.801458325941694,-0.7443462706994878,2.4259092652644196,-0.17862568312323177,-0.2803810835131316,-0.7034394312839453,-1.3745371803859079,0.9338665787598258,-0.9923090631241972
2.087151500757102,1.2021715711942045,1.1590234024178525,0.6005953395334283,0.30017942658323915,0.724227317466743,1.33657010238,0.992744677755778,-1.270550889430085,0.8160396075477141,-0.9460691823478347
-0.20145559902425003,1.827582720863719,1.6123363712282617,-0.26206922864627036,-0.2637897142913598,-0.05661852088134328,1.8105557932355008,1.4818284392580294,-1.051024275190015,0.4095365568659272,-0.9304032118115807
0.9428479508664258,0.6214326465010844,0.7018359637885512,-0.2145207878804602,0.3652527889918467,0.26060010094756675,0.7725871284506703,0.5686986504958472,-0.5888629820530249,-0.444708984421886,-0.9912983553476648
0.5907545509000641,0.26405484668993345,0.3880039084582681,-0.01753439042210381,0.6125315661445555,0.7730301823634984,0.4305974527701193,0.3865929946173493,-0.4617686264403525,-0.6391234869218713,-1.0107544800459158
0.06261445095052136,0.05558446346676202,0.19040594769475647,-0.5133967012655527,0.8988543607424287,0.040987208912167505,0.24760297718666652,-0.15452095427875878,-0.3808904001413793,-0.7510591095733777,-1.022882973364306
0.41470785091688306,0.17471039673714575,0.306640042261528,-0.3979219165485851,0.7817223084069351,0.1141915062573006,0.41559790559114773,-0.09208472940613091,-0.25379604452870685,-0.8688860807854899,-1.0059536181073863
0.5907545509000641,0.442743746595509,0.5468571710328558,-0.3775440133632379,0.5257670829330787,0.2850015333959445,0.6165918377893663,0.11083300142990961,-0.23068797987185746,-0.7981898980582225,-0.9306558887557138
0.7668012508832448,0.6512141298186802,0.7173338430641207,-0.19414288469511298,0.4086350305975851,0.35820583074107754,0.856584592652911,0.3137507322659501,-0.2884581415139812,-0.7216023667703497,-0.9180220415490573
0.6787779008916542,0.42785300493671086,0.527484821938394,-0.27565449743650183,0.5474582037359479,0.21179723605081138,0.6075921094819834,0.24350997928424378,-0.2769041091855565,-0.7098196696491383,-0.9061462251748005
0.32668450092529255,0.27894558834873134,0.4035017877338376,-0.4658482604997425,0.7730458600857875,0.18739580360243369,0.466596365999651,-0.06346812633950982,-0.1613637859013092,-0.8806687779067013,-0.9334353351411782
1.6470347507991492,1.410641954417376,1.3178766649924403,-0.08546073437326118,-0.06856962706553708,0.9194387770537645,1.3665691967379432,1.0187597714527064,-0.3693363678129546,-0.5684273041946039,-0.8786044382642894
1.4709880508159687,1.2468437961705983,1.1977681006067764,-0.11263127195372413,-0.02952560962037254,0.8218330472602537,1.1775749022829018,1.1176171275010338,-0.45021459411192777,-0.3445560588915909,-0.7982531700299542
2.3512215507318732,2.572119803803617,2.6080751146836043,0.8247522745722476,-0.8841557692534187,1.4318688584696961,2.5125346012113687,2.259679740796185,-0.623525079038299,0.07372968891140737,-0.6986984540415013
2.087151500757102,1.5297678876877598,1.4031150010080728,0.37643840449460897,-0.32886307669996734,0.9194387770537645,1.4595663892475668,1.5832873046760498,-0.7159573376656971,0.23868744860836424,-0.6840431912817798
1.2949413508327876,0.6661048714774783,0.7367061921585827,0.23379308219717848,0.04856242526995654,0.6754244525699876,0.8055861322444078,1.2294820303978253,-0.8430516932783694,0.5803856651234898,-0.6324970946786216
2.3512215507318732,1.782910495887325,1.585215082496015,0.5530468987676181,-0.37658354246627956,0.5534172903280992,1.822555430978678,1.6613325857668346,-0.9932541135478912,0.9044098359567978,-0.6246641094104946
0.5907545509000641,-0.033759986486025656,0.10516761167912402,-0.17376498150976577,0.5865022211811125,0.040987208912167505,0.2686023432372267,0.6935711002411029,-1.0163621782047405,0.8749530931537698,-0.668629897689659
-0.1134322490326597,-0.36135630297958055,-0.24740914184008297,-0.5405672388460157,1.0550304305230869,-0.34943571026187564,0.025609678937887768,0.32675827911441424,-1.0625783075184396,0.8631703960325587,-0.7125956859688236
-0.3775022990074309,-0.6591711361555396,-0.5999858953592899,-0.920954764972497,1.51054396738334,-0.7154571969875411,-0.2683814457699544,0.06400583277543871,-1.0972404045037139,0.8631703960325587,-0.754792735639056
-0.28947894901584054,-0.6591711361555396,-0.5961114255403975,-0.26206922864627036,1.5235586398650616,-0.05661852088134328,-0.22338280423303977,-0.05826510760012416,-1.2127807277879612,1.0752589442143607,-0.7757649220021057
-0.20145559902425003,-0.540045202885156,-0.448881572422487,-0.7443462706994878,1.3196621043180912,-0.6910557645391634,-0.12738570228762192,-0.06867114507889548,-1.3052129864153594,1.2873474923961623,-0.7795550761641027
-0.9056423989569736,-1.0761119026018824,-1.2082776569253943,-1.0636000872699274,2.4866444035124533,-1.130281548609962,-0.5413732044272364,-0.5187322660357546,-1.1550105661458376,0.8454963503507421,-0.8240262183315333
-0.7295956989737928,-1.0314396776254884,-1.1269137907286542,-1.124733796825969,2.4866444035124533,-1.2522887108518503,-0.5593726610420022,-0.47710811612066933,-1.2821049217585099,1.0752589442143607,-0.8480305280241807
-0.46552564899902144,-0.7038433611319336,-0.6464795331859986,-0.5405672388460157,1.7361316237331796,-0.8374643592294295,-0.13638543059500485,-0.20394963230292248,-1.3860912127143326,1.3344782808810078,-0.8366600655381897
0.5907545509000641,0.2938363300075295,0.4112507273716224,0.2541709853825257,0.465031944685045,-0.3738371427102533,0.6705902076336638,0.45163072885967,-1.3629831480574832,1.3168042351991904,-0.8333752652644592
1.4709880508159687,0.7852308047478618,0.8374424074497847,0.5190837267920394,0.009518407824792003,0.18739580360243369,0.9675812417773003,1.021361280822399,-1.0048081458763158,0.6157337564871235,-0.788146092264629
1.0308713008580164,0.4576344882543069,0.558480580489533,0.21341517901183127,0.1787091500871717,0.35820583074107754,0.6375912038399265,1.1618427867858119,-0.6812952406804228,0.11496912883564679,-0.7348312570525388
1.8230814507823299,0.9341382213358417,0.9575509718354486,0.5258763611871552,-0.08592252370783243,1.1390516690891639,0.9765809700846833,1.4688208924095654,-0.3115662061708308,-0.41525224161885793,-0.7055207315330959
1.3829647008243782,0.6214326465010844,0.6979614939696588,0.13869620066555816,0.20473849505061473,1.212255966434297,0.6735901170694581,0.9589250559497713,0.011946699025062076,-0.9101255207097294,-0.7967371083651555
0.6787779008916542,0.36829003830151924,0.47324224447390056,-0.44547035731439527,0.6906196010348846,0.30940296584432214,0.4365972716417079,0.2148933762176227,0.12748702230930958,-1.0574092347248694,-0.8321118805437937
-0.02540889904106917,-0.1826674030740052,-0.04981118107657137,-0.6832125611434461,1.1287802412528423,-0.22742854801998716,0.10060741483274546,-0.43808547557527694,-0.034269430288636764,-0.8512120351036733,-0.7873880614322297
-0.02540889904106917,-0.09332295312121752,0.03930162475795348,-0.6764199267483304,0.9595894989904625,0.1141915062573006,0.23260343000769498,-0.1857390667150727,0.011946699025062076,-0.9219082178309403,-0.8088656016835455
0.41470785091688306,0.05558446346676202,0.19428041751364886,-0.5473598732411313,0.7643694117646398,0.30940296584432214,0.29860143759516977,0.15505866071468766,-0.08048555960233561,-0.8335379894218562,-0.8164459100075394
0.23866115093370202,0.11514743010195388,0.24464852515924984,-0.47943352928997396,0.6428991352685723,0.33380439829269987,0.44259709051329654,0.17066771693284463,-0.18447185055815862,-0.6744715782855051,-0.789914830873561
1.0308713008580164,0.8447937713830537,0.8761871056387085,0.057184587924169306,0.01385663198536584,0.8950373446053869,0.9735810606488889,0.9797371309073138,-0.25379604452870685,-0.4859484243461254,-0.7055207315330959
1.9111048007739209,1.45531417939377,1.3527468933624718,0.3968163076799562,-0.30283373173652434,1.3098616962278078,1.402568109967475,1.5442646641306574,-0.2884581415139812,-0.403469544497647,-0.6757048521253867
1.9111048007739209,1.3957512127585778,1.306253255535763,0.41040157647018766,-0.32018662837881967,1.212255966434297,1.3815687439169149,1.7653929605545478,-0.30001217384240614,-0.30331661896735146,-0.6208739552484978
1.9111048007739209,1.2617345378293965,1.2016425704256688,0.4375721140506506,-0.285480835094229,1.1634531015375416,1.2165737249482278,2.257078231426492,-0.346228303156105,-0.1442502078310003,-0.5438074872878933
0.9428479508664258,0.48741597157190275,0.5894763390406721,-0.031119659212335286,0.07025354607282573,0.7730301823634984,0.8805838681392654,1.5754827765669712,-0.4271065294550783,-0.0382059337400991,-0.5516404725560202
0.5027312009084736,0.15981965507834786,0.2833932233481737,-0.31641030380719626,0.27848830578037,0.4558115605345883,0.4455969999490908,1.3465499520340025,-0.41555249712665365,0.003033506184139906,-0.5180344389863142
0.7668012508832448,0.17471039673714575,0.29501663280485085,-0.19414288469511298,0.2654736332986484,0.43141012808621065,0.4695962754354453,1.3439484426643096,-0.5079847557540516,0.2563614942901813,-0.44096797102570984
0.6787779008916542,0.3087270716663274,0.41899966700940716,-0.3028250350169648,0.2264296158534839,0.18739580360243369,0.5085950981007713,1.3309408958158455,-0.4271065294550783,0.13264317451746346,-0.4313662471486509
0.41470785091688306,-0.1826674030740052,-0.04593671125767898,-0.6152862171922887,0.5431199795753741,-0.17862568312323177,0.2656024338014324,0.8288495874651299,-0.6697412083519981,0.5686029680022784,-0.4311135702045178
0.32668450092529255,-0.018869244827227752,0.12066549095469355,-0.26206922864627036,0.40429680643701127,-0.05661852088134328,0.49659546035759405,0.6753605346532531,-0.7737274993078209,0.8337136532295307,-0.3964968288582793
-0.20145559902425003,-0.6889526194731356,-0.6348561237293214,-1.0092590121090015,1.3109856559969435,-0.7154571969875411,-0.007389324855849615,0.08481790773298133,-0.7159573376656971,0.6982126363356019,-0.41443689189173144
-0.7295956989737928,-0.9123137443551049,-0.952562648878497,-1.124733796825969,1.9270134867984283,-1.0082743863680734,-0.23238253254042268,-0.23256623536954357,-0.7852815316362456,0.8160396075477141,-0.43212427798105046
-0.9056423989569736,-1.0910026442606804,-1.235398945657641,-1.1858675063820108,2.4606150585490103,-1.1790844135067173,-0.3643785477153722,-0.3808522694420347,-0.7737274993078209,0.7630174705022637,-0.447284894629038
-0.9936657489485642,-1.1058933859194782,-1.2470223551143182,-0.9820884745285385,2.412894592782698,-1.0814786837132064,-0.34337918166481207,-0.43028094746619844,-0.9123758872489178,1.081150292774966,-0.4328823088134498
-0.5535489989906119,-0.8378600360611151,-0.832454084492833,-0.7986873458604137,1.723116951251458,-0.6666543320907857,-0.1213858834160333,-0.15452095427875878,-0.7737274993078209,0.7924742133052918,-0.4328823088134498
-0.3775022990074309,-0.5102637195675601,-0.42176028369024027,-0.6832125611434461,0.9856188439539055,-0.6910557645391634,0.21760388282872345,0.19408130126008008,-0.6812952406804228,0.6334078021689401,-0.4083726452325362
0.15063780094211188,-0.1826674030740052,-0.05368565089546375,-0.5066040668704369,0.5387817554148002,-0.3250342778134979,0.47859600374282824,0.5374805380595332,-0.43866056178350304,0.22690475148715328,-0.38285227387509013
0.6787779008916542,0.15981965507834786,0.2795187535292813,-0.2892397662267333,0.21775316753233623,0.0653886413605452,0.7245885774779615,0.8756767561196008,-0.1613637859013092,-0.1854896477552393,-0.3674389802829693
0.6787779008916542,0.13003817176075178,0.2523974647970346,-0.39112928215346937,0.34356166818897754,0.18739580360243369,0.6675902981978696,0.6337363847381678,0.11593298998088508,-0.645014835482477,-0.44703221768490486
-0.02540889904106917,-0.34646556132078266,-0.22028785310783627,-0.7171757331190248,1.111427344610547,-0.17862568312323177,0.21160406395713482,-0.0998892575152094,0.33545960422095517,-1.0515178861642638,-0.6143043547010363
-0.20145559902425003,-0.34646556132078266,-0.22416232292672866,-0.7851020770701822,1.1981918278220236,-0.22742854801998716,0.10660723370433407,-0.3808522694420347,0.3585676688778046,-1.1222140688915312,-0.6638290357511295
-0.1134322490326597,-0.24223036970919706,-0.11955163781663429,-0.7239683675141405,1.0984126721288254,-0.10542138577809868,0.16960533185601454,-0.3080100070906356,0.41633783051992834,-1.1929102516187984,-0.6868226376672445
0.8548246008748354,0.3087270716663274,0.41899966700940716,-0.32999557259742773,0.6342226869474247,0.43141012808621065,0.5745931056882461,0.20969035747823703,0.4509999275052027,-1.228258342982432,-0.6890967301644424
0.7668012508832448,0.3236178133251253,0.44224648592276145,-0.26206922864627036,0.4997377379696357,0.40700869563783293,0.6405911132757208,0.48805186003536954,0.3470136365493801,-1.0868659775278975,-0.6436148802204794
0.41470785091688306,0.35339929664272113,0.457744365198331,-0.3979219165485851,0.439002599721602,0.23619866849918908,0.6495908415831038,0.6337363847381678,0.16214911929458392,-0.7392764124521664,-0.4892292673551375
2.263198200740282,1.6042215959817496,1.453483108653674,0.2881341573581044,-0.3245248525393935,1.1146502366407862,1.6155616799088708,1.7679944699242405,0.011946699025062076,-0.444708984421886,-0.38184156609855774
2.3512215507318732,1.9764901374516983,1.7208215261572484,0.7228627586455115,-0.6368769921007099,1.5050731558148294,1.9455517178462447,2.306506909450656,-0.08048555960233561,-0.1854896477552393,-0.2610619868029219
1.206918000841197,0.72566783811267,0.7870742998041836,-0.010741756026988071,-0.19003990356160455,0.8462344797086315,1.090577528644867,1.6379190014395992,-0.18447185055815862,0.02070755186595698,-0.2332675229482777
0.06261445095052136,-0.12310443643881333,0.012180336025706784,-0.49301879808020543,0.41731147891873277,0.23619866849918908,0.3975984489763819,1.052579393258713,-0.23068797987185746,0.10318643171443541,-0.22796130712148202
0.15063780094211188,-0.15288591975640914,-0.014940952706539907,-0.452262991709511,0.45635549636389733,0.18739580360243369,0.4875957320502111,0.8600676999014438,-0.41555249712665365,0.39186251118411014,-0.2347835846130766
-0.20145559902425003,-0.36135630297958055,-0.25128361165897534,-0.7783094426750664,0.6819431527137368,-0.30063284536512025,0.2776020715446096,0.602518272301854,-0.4039984647982287,0.32116632845684306,-0.27268512623304597
-0.20145559902425003,-0.43581001127357033,-0.3248985382179307,-0.7647241738848349,0.7903987567280828,-0.44704144005538643,0.2656024338014324,0.4048035602051991,-0.49643072342562683,0.4566673453507719,-0.29037251232236505
-0.20145559902425003,-0.4209192696147724,-0.3171495985801459,-0.7511389050946035,0.7383400668011968,-0.5690486022972749,0.33460035082470146,0.3397658259628784,-0.5657549173961752,0.7099953334568129,-0.22290776823881944
-0.8176190489653832,-0.8080785527435191,-0.7859604466661244,-0.26206922864627036,1.3023092076757958,-0.05661852088134328,0.09760750539695115,0.006772626642196515,-0.6581871760235734,0.8396050017901364,-0.25600844792025934
-0.20145559902425003,-0.867641519378711,-0.8750732525006493,-1.0364295496894644,1.3977501392084202,-0.9838729539196958,0.040609226116859305,-0.014039448315346103,-0.6928492730088475,0.9515406244416433,-0.22543453768015073
-0.9056423989569736,-0.8825322610375089,-0.9060690110517884,-0.8869915929969182,1.4237794841718632,-0.9106686565745626,0.028609588373682077,-0.021843976424424583,-0.7390654023225466,1.0693675956537554,-0.21937029102095573
-0.5535489989906119,-0.5102637195675601,-0.4140113440524555,-0.5473598732411313,0.8771632399395596,-0.7642600618842965,0.388598720668999,0.1680662075631518,-0.7968355639646703,1.251999401032529,-0.1941025966076428
0.15063780094211188,-0.018869244827227752,0.11291655131690878,0.06397722231928504,0.30017942658323915,-0.5446471698488972,0.7665873095790817,0.5634956317564616,-0.808389596293095,1.2343253553507123,-0.2128006904734943
2.3512215507318732,2.393430903898041,1.9920344134797152,0.9606049624745624,-0.7626854927573512,0.0653886413605452,2.5125346012113687,1.7211673012697697,-0.6812952406804228,0.8631703960325587,-0.2711690645682471
2.3512215507318732,2.572119803803617,2.755304967801515,1.7621358210982196,-1.2615812712233425,0.9194387770537645,2.5125346012113687,2.6173872791289488,-0.4039984647982287,0.2976009342144203,-0.2949206973167614
2.3512215507318732,2.497666095509627,2.0656493400386706,1.1915545319084975,-0.8928322175745663,1.1146502366407862,2.4225373181375396,2.483409546589768,-0.10359362425918543,-0.21494639055826734,-0.31589288367981105
1.9111048007739209,1.5297678876877598,1.4069894708269652,0.6821069522748171,-0.5110684914440685,1.0658473717440307,1.7235584195974658,2.028145406893523,0.17370315162300884,-0.6332321383612656,-0.36440685695337177
0.9428479508664258,0.6363233881598823,0.709584903426336,-0.11942390634883987,0.01385663198536584,0.5534172903280992,0.9855806983920662,1.3101288208583028,0.4278918628483533,-0.8924514750279123,-0.3383811317076596
0.7668012508832448,0.755449321430266,0.810321118717538,-0.323202938202312,0.009518407824792003,0.18739580360243369,1.1295763513101928,1.0031507152345494,0.5780942831178751,-1.0043870976794187,-0.2898671584340988
0.7668012508832448,0.8299030297242558,0.8723126358198161,-0.40471455094370085,0.04422420110938271,-0.007815655984587886,1.1235765324386042,0.6363378941078607,0.6474184770884234,-1.1339967660127424,-0.3755246424952294
0.41470785091688306,0.3385085549839232,0.4499954255605462,-0.44547035731439527,0.42598792723988044,-0.17862568312323177,0.7575875812716988,0.30854771352656446,0.7051886387305472,-1.198801600179404,-0.38083085832202507
0.23866115093370202,0.24916410503113554,0.37250602918269854,-0.5133967012655527,0.5301053070936526,-0.30063284536512025,0.661590479326281,0.1290435670177594,0.7051886387305472,-1.169344857376376,-0.35253104057911466
0.6787779008916542,0.7405585797714681,0.790948769623076,-0.42509245412904806,0.12665046016028564,-0.032217088432965585,1.1085769852596328,0.6077212910412396,0.6358644447599989,-1.0574092347248694,-0.27950740372464056
2.3512215507318732,2.572119803803617,2.573204886313573,0.6481437802992385,-0.8537882001294017,1.2366573988826746,2.5125346012113687,2.1452133285297004,0.485662024490477,-0.8158639437400396,-0.17590985663005757
2.3512215507318732,2.572119803803617,2.755304967801515,1.2594808758596547,-1.2398901504204733,1.846693210092117,2.5125346012113687,2.6173872791289488,0.2430273455935571,-0.3975781959370413,-0.03971698374230119
2.3512215507318732,2.572119803803617,2.4647197313845863,0.6888995866699329,-1.1401109947272752,1.3098616962278078,2.5125346012113687,2.532838224613932,0.0003926666966375701,0.19744800868412524,0.17733251126805682
1.9111048007739209,1.4999864043701634,1.383742651913611,0.2541709853825257,-0.6498916645824314,0.8218330472602537,1.8105557932355008,1.7914080542514759,-0.18447185055815862,0.48023273959319424,0.13715687715088926
1.0308713008580164,0.8150122880654579,0.8606892263631389,-0.17376498150976577,-0.2768043867730813,0.33380439829269987,1.2045740872050505,1.2372865585069037,-0.30001217384240614,0.6451904992901515,0.10380352052531598
-0.5535489989906119,-0.43581001127357033,-0.3287730080368231,-0.8801989586018025,0.7817223084069351,-0.25182998046836486,0.2776020715446096,0.3787884665082708,-0.346228303156105,0.7158866820174186,0.08510542665946481
0.06261445095052136,0.18960113839594367,0.31826345171820514,-0.6220788515874045,0.10495933935741644,-0.20302711557160946,0.8295854077307622,0.6597514784350962,-0.4848766910972021,0.96921467012346,0.06337520946401587
-0.7295956989737928,-0.6591711361555396,-0.5922369557215051,-0.9481253025529599,1.1721624828585806,-0.5690486022972749,0.08560786765377391,0.05620130466636023,-0.4039984647982287,0.6687558935325739,-0.02405101320604723
-1.0816890989401544,-1.0463304192842866,-1.1501606096420085,-1.1926601407771265,2.135248246505973,-1.2278872784034727,-0.20538334761827393,-0.3938598162904989,-0.4039984647982287,0.5862770136840955,-0.09202111117785873
-1.169712448931745,-1.1207841275782764,-1.2741436438465648,-0.26206922864627036,2.3781887994981075,-0.05661852088134328,-0.2713813552057487,-0.5005217004479048,-0.5426468527393259,0.757126121941658,-0.15342160860220905
-0.20145559902425003,-1.0761119026018824,-1.204403187106502,-1.0839779904552747,2.1178953498636774,-1.276690143300228,-0.2443821702835999,-0.4641005692722052,-0.6928492730088475,0.998671412926488,-0.2004195202109712
-1.2577357989233353,-1.1654563525546702,-1.3632564496810897,-1.226623312752705,2.4866444035124533,-1.447500170438872,-0.3193799061784576,-0.5863715096477681,-0.6350791113667238,0.8219309561083198,-0.2426165698812036
-0.9936657489485642,-0.9420952276727008,-0.9913073470674209,-0.9277473993676126,1.8142196586235086,-1.1546829810583397,-0.10938624567285607,-0.3860552881814204,-0.8199436286215199,1.1341724298204168,-0.2936573125960956
